case_id,sza,vza,raa,wind,aerosol,aod865,chl,tsm,acdom440
G0588,58.7882,49.9703,103.7215,7.5819,M95C,0.15543,0.45574,0.94988,0.036319
G0589,43.0747,8.0505,42.1015,2.0478,M80C,0.13530,0.28776,0.51317,0.027250
G0590,32.8252,25.8769,55.5418,4.7296,M80C,0.23014,1.01539,0.96599,0.024449
G0591,58.5974,41.0017,11.2664,6.5941,T50,0.08202,0.41134,1.16489,0.022750
G0592,26.5967,33.3395,69.4304,2.5568,C50,0.14256,0.27056,0.77773,0.017894
G0593,48.9351,36.3209,29.3282,8.5664,M95C,0.05794,0.20800,0.47774,0.015862
G0594,52.8497,32.7805,51.2311,6.5178,C50,0.08403,0.58987,0.46508,0.022328
G0595,53.5855,50.5116,68.3175,1.2034,T50,0.25868,2.58223,5.11320,0.049928
G0596,57.9391,2.7266,99.4117,6.0311,M95C,0.09834,0.52216,2.45683,0.057060
G0597,55.4706,16.3054,54.6980,8.8870,T50,0.28965,0.52488,1.24208,0.028381
G0598,64.1494,4.7821,168.4970,2.2978,M95C,0.24809,0.37497,0.32102,0.024423
G0599,35.5275,54.9670,86.9948,5.1550,C50,0.11312,0.84228,0.83423,0.036445
G0600,42.2091,41.9044,58.5823,8.8954,O99,0.17765,0.98855,2.68679,0.050808
G0601,21.2743,44.5901,99.0825,3.3096,M98C,0.18300,0.48754,0.74425,0.021098
G0602,57.1553,51.1257,51.7196,6.6378,M95C,0.09176,0.13870,0.22197,0.015549
G0603,53.3365,34.3306,127.4105,4.4145,M80C,0.17224,2.28521,13.51841,0.062946
G0604,23.2919,34.8138,61.5017,3.0161,C50,0.10191,1.15402,6.43764,0.064169
G0605,48.3407,3.3770,47.4173,5.6935,C50,0.17911,1.42920,3.87819,0.055341
G0606,64.5477,38.3668,35.9808,3.2409,M95C,0.09558,1.72182,7.04014,0.042529
G0607,53.4345,18.7392,88.1645,7.4755,M98C,0.26926,0.71102,1.29178,0.025762
G0608,24.5936,54.2546,39.5265,4.9848,O99,0.06791,1.69547,4.87860,0.081707
G0609,60.9297,34.1125,112.6633,2.1543,C50,0.26487,0.98400,6.02153,0.045162
G0610,47.6078,29.5665,34.9902,9.9305,C50,0.08709,0.36682,1.23395,0.041071
G0611,39.0894,42.1977,87.1564,4.4185,O99,0.10207,3.10949,3.81072,0.082698
G0612,29.7026,29.7400,28.2213,6.9491,O99,0.15021,0.37734,0.38790,0.035798
G0613,9.7505,49.6779,32.1152,5.8037,C50,0.10063,0.84794,1.07661,0.055208
G0614,54.4909,18.1710,54.8021,5.3427,C50,0.23080,1.58056,4.17059,0.040800
G0615,60.8477,4.6864,81.4111,7.0520,O99,0.21718,0.52173,0.57909,0.025727
G0616,51.2663,24.8084,39.3891,8.4073,T50,0.06049,1.33333,5.68598,0.046033
G0617,6.3863,45.1621,54.4188,2.7411,M98C,0.14246,0.42353,1.18015,0.030628
G0618,34.6390,16.4197,42.2844,4.6551,M98C,0.28038,0.35308,0.74615,0.024668
G0619,26.7283,38.6690,33.1883,7.6743,M95C,0.10604,2.69087,5.50785,0.038701
G0620,51.3750,9.1969,65.6471,3.4916,T50,0.10178,0.14637,0.21635,0.029591
G0621,63.1905,52.3643,39.3768,9.6643,O99,0.11908,1.20068,0.98186,0.034562
G0622,62.5944,13.5236,113.0578,3.9345,C50,0.17994,0.47771,0.43748,0.040740
G0623,28.0334,51.9066,93.7136,8.1397,M98C,0.08041,0.96065,2.70480,0.029130
G0624,3.7605,46.0651,168.4695,2.8235,C50,0.15229,0.39767,0.41188,0.019064
G0625,51.8809,11.2402,164.9024,1.4534,M80C,0.18850,0.71700,1.18019,0.056629
G0626,32.9715,46.7009,19.2856,8.0514,M98C,0.14971,1.15041,1.27441,0.023871
G0627,60.5541,37.9903,0.3635,3.1528,O99,0.19763,1.21786,2.11484,0.029257
G0628,61.6820,38.8789,102.3860,6.4041,O99,0.18470,0.19822,0.19838,0.018630
G0629,38.7038,2.8707,104.4097,2.5382,C50,0.08958,0.78172,0.75673,0.046986
G0630,62.2354,31.5457,111.4512,4.1530,M80C,0.08467,1.40685,5.15932,0.063032
G0631,63.3061,52.5719,143.8992,1.0016,C50,0.19532,1.56790,6.45054,0.066289
G0632,56.1534,43.3333,38.2925,2.0623,M95C,0.25673,0.92653,3.93996,0.032628
G0633,33.5769,3.9101,81.5062,1.6171,O99,0.14842,0.47688,0.48852,0.014279
G0634,15.8190,36.6907,73.3190,3.2160,O99,0.10448,0.64881,1.64172,0.044109
G0635,63.2713,18.0328,70.1987,5.8118,O99,0.29824,0.74199,1.69289,0.084732
G0636,55.3284,49.2411,73.3509,9.5658,M98C,0.15519,0.64126,1.07777,0.043393
G0637,45.6226,28.2562,64.6682,9.3798,O99,0.10041,1.66217,8.93773,0.066158
G0638,38.8501,50.7730,92.9330,8.2897,C50,0.17278,0.57790,4.42295,0.040795
G0639,52.9009,4.8370,86.1460,4.7427,M98C,0.15955,0.55840,1.24446,0.026221
G0640,43.4427,14.6049,27.8995,1.4797,C50,0.21350,0.74006,1.43720,0.036105
G0641,46.2924,17.5622,44.7241,7.6797,M95C,0.17813,0.21129,0.17063,0.012351
G0642,58.3352,24.2796,65.7551,8.5992,M80C,0.15867,1.93791,1.37933,0.032191
G0643,41.8527,42.7851,130.3362,2.1556,M95C,0.22232,0.62413,1.20252,0.041430
G0644,62.8378,7.6439,28.9895,7.3628,C50,0.06960,2.45325,2.27270,0.063065
G0645,39.0201,0.9322,50.5387,2.0532,T50,0.18486,1.30846,2.76657,0.051507
G0646,62.9576,14.5826,61.9384,7.7973,M95C,0.27309,0.69262,5.95081,0.038432
G0647,34.1354,52.5788,63.3306,1.6509,M98C,0.23635,0.49520,0.69314,0.020239
G0648,63.9133,10.9585,3.4955,5.6688,M98C,0.12289,0.62432,1.12868,0.021104
G0649,2.0524,48.2972,163.8111,3.4941,O99,0.26035,1.19044,0.62631,0.021042
G0650,20.5851,51.4820,34.3701,8.7872,C50,0.12480,0.61330,1.54320,0.027366
G0651,62.2879,22.9411,3.2649,8.2902,O99,0.23386,0.37471,0.40879,0.010780
G0652,21.2875,46.0073,31.9131,4.6400,M95C,0.19798,4.72081,11.56637,0.050944
G0653,59.4190,29.9948,23.6972,6.0745,M95C,0.29933,1.42301,5.50595,0.049651
G0654,54.1396,31.0250,13.2121,8.7251,O99,0.16378,0.54901,1.85519,0.027003
G0655,29.1783,21.7323,18.6773,4.9017,C50,0.11598,2.45322,3.07132,0.049601
G0656,30.0015,21.3811,46.3474,2.7551,O99,0.25974,1.82169,2.27089,0.034595
G0657,59.6886,51.9747,114.6970,3.4856,C50,0.06771,0.36965,1.47669,0.037524
G0658,1.2062,52.2402,64.0473,3.4701,O99,0.10874,1.32732,2.95955,0.043116
G0659,42.0729,25.1236,53.3993,8.7253,T50,0.27431,0.16472,0.42779,0.018044
G0660,38.7122,52.7274,38.8802,9.7146,C50,0.12290,0.54316,0.30016,0.022829
G0661,33.2792,18.0949,78.7443,1.1481,O99,0.24028,1.04235,3.43444,0.046172
G0662,56.6967,12.4757,68.0628,5.2505,M98C,0.27653,0.32543,0.47579,0.021555
G0663,21.7333,37.3126,25.1064,4.5509,M95C,0.19872,1.21790,2.20258,0.072707
G0664,26.7717,48.2191,73.7934,9.4924,M95C,0.17387,0.44387,1.42102,0.014870
G0665,57.9089,29.3526,90.9753,2.3287,T50,0.25932,0.87531,0.61614,0.036276
G0666,59.7918,40.3037,24.8115,6.8688,M98C,0.12479,0.18001,0.53616,0.018745
G0667,28.3925,54.7273,26.7389,7.9419,M95C,0.15345,0.39414,0.29709,0.023732
G0668,8.4310,41.3928,99.8357,1.5617,T50,0.28468,1.65230,3.84346,0.058063
G0669,62.9665,36.1924,24.5087,5.1971,M98C,0.19848,0.79701,0.96563,0.014070
G0670,12.6394,48.4585,82.8293,6.4297,C50,0.10028,2.64721,3.76036,0.038290
G0671,35.5231,45.4081,118.0050,1.3277,T50,0.29964,1.27364,2.43654,0.029398
G0672,49.2928,12.1217,1.4746,7.2307,M95C,0.19210,0.46099,0.21233,0.018476
G0673,13.9173,50.9044,13.2299,2.5115,C50,0.05320,1.01323,0.94510,0.040654
G0674,63.6777,44.5407,20.3071,8.6766,O99,0.21465,0.81922,0.83241,0.045971
G0675,37.8234,46.8077,100.6130,8.0824,T50,0.05463,0.55938,3.20094,0.053427
G0676,29.1089,38.1800,25.2934,9.6609,M98C,0.09754,0.43788,0.67304,0.024725
G0677,7.4753,50.4054,16.3418,7.4354,M95C,0.11664,0.37912,0.38633,0.023321
G0678,55.4245,44.1927,11.2111,3.1806,M80C,0.14806,0.45827,0.76050,0.015878
G0679,34.7756,42.6498,110.9346,4.7937,C50,0.10737,0.22128,1.65875,0.014993
G0680,52.1773,32.6194,8.0900,2.8208,M98C,0.28965,0.96431,7.62209,0.048960
G0681,41.7642,30.5432,45.4546,8.1156,O99,0.22699,0.92053,1.23988,0.022483
G0682,49.6462,35.6729,72.5037,6.1815,O99,0.07815,0.66454,2.31268,0.028778
G0683,35.4634,40.2562,53.4131,2.2790,M80C,0.05404,0.23146,0.16175,0.030478
G0684,43.2684,33.0832,2.9721,2.3110,T50,0.19196,3.22114,12.04614,0.072306
G0685,54.2609,9.7596,130.8364,1.6526,C50,0.26169,0.85667,0.74969,0.018141
G0686,63.4865,3.4316,76.2155,4.1111,M98C,0.14343,1.44495,2.83804,0.036375
G0687,45.9729,36.1813,94.8456,9.8302,T50,0.26873,0.96873,0.99901,0.044373
G0688,44.3405,51.2099,112.6566,1.1210,M98C,0.18935,0.97320,4.78330,0.041419
G0689,39.5477,43.7832,13.2534,5.3820,M95C,0.17828,0.57767,0.97928,0.020717
G0690,36.9020,43.9546,29.0781,9.4049,O99,0.16159,0.63737,1.44434,0.022926
G0691,42.2445,49.3750,35.9694,9.3058,M98C,0.22268,0.24918,0.31766,0.025125
G0692,53.3948,19.7797,76.5507,9.7846,T50,0.21720,1.38445,3.33224,0.092474
G0693,56.3066,9.6364,50.2905,3.6823,M80C,0.25104,1.05381,3.59458,0.031627
G0694,44.0437,8.2742,41.7403,5.6378,T50,0.14274,0.64623,1.06768,0.022537
G0695,19.9949,28.8011,45.1495,4.1172,T50,0.16597,0.62036,1.94013,0.051901
G0696,19.3990,21.6940,19.6010,2.9610,T50,0.15496,0.13455,0.15529,0.014005
G0697,54.9780,46.7018,116.2100,8.0912,O99,0.16224,0.27213,0.70163,0.025160
G0698,52.0282,45.4825,68.7891,7.4312,C50,0.13012,1.09644,4.59302,0.040176
G0699,64.6944,27.1361,120.6306,4.9028,T50,0.23689,1.26704,1.79502,0.029943
G0700,10.1172,53.4418,60.2049,7.6418,M98C,0.12561,0.27922,0.44548,0.026793
G0701,64.5914,28.9765,98.5953,6.0712,T50,0.27403,1.59694,1.81966,0.023644
G0702,57.8006,35.6900,45.5872,3.9151,M95C,0.18189,0.61996,3.24105,0.041630
G0703,50.5820,37.9583,2.7588,4.4708,C50,0.27361,0.70147,0.96182,0.028652
G0704,55.6902,27.0023,67.4732,2.8344,O99,0.27475,1.75082,3.98950,0.054834
G0705,22.2003,53.7657,1.1656,5.3201,M95C,0.20572,0.89632,5.26690,0.032218
G0706,61.0503,3.3016,104.5244,7.8116,M98C,0.22758,1.29415,4.83395,0.045881
G0707,34.0683,30.4003,71.1253,5.9611,M95C,0.06538,2.13666,2.41799,0.037856
G0708,8.7398,53.0788,11.6201,6.8457,O99,0.05342,0.62328,2.03504,0.011560
G0709,53.4162,50.7127,3.7416,6.7698,M95C,0.08562,0.36680,0.94822,0.028263
G0710,45.1552,17.2071,69.9431,6.6979,O99,0.27709,2.22509,3.21831,0.051145
G0711,63.6311,5.8211,49.9745,6.0679,T50,0.16839,0.54508,1.59240,0.016115
G0712,55.7348,53.2285,35.4834,5.4416,T50,0.15426,0.81231,4.20536,0.035501
G0713,0.8458,52.6616,110.6930,4.7675,M95C,0.11363,2.07682,6.23543,0.057719
G0714,63.2573,53.3323,146.4506,2.9265,M98C,0.22073,1.57323,8.53588,0.066416
G0715,57.5625,6.5917,59.5700,4.0659,M80C,0.12845,1.56915,4.35961,0.068337
G0716,53.6152,22.0328,91.1106,7.5915,O99,0.22154,3.15097,11.77108,0.055664
G0717,54.0194,11.7290,15.0279,8.1135,M98C,0.13354,0.36921,3.56959,0.023517
G0718,53.6456,13.7218,130.8637,2.4801,T50,0.08956,0.32585,1.43676,0.017417
G0719,58.6910,46.0457,102.6932,8.0523,M95C,0.19645,0.30390,0.82452,0.032503
G0720,39.4456,47.7091,65.0032,1.2018,C50,0.12185,0.64531,2.74469,0.033530
G0721,57.8886,13.6290,7.1907,8.3914,M80C,0.18800,1.16151,1.69451,0.064071
G0722,45.3413,34.8444,99.2405,1.7528,T50,0.08657,0.65048,1.03488,0.023499
G0723,57.3407,52.0583,1.7533,6.0238,T50,0.14656,0.66972,1.07991,0.053067
G0724,41.7613,24.2189,41.9702,3.0496,T50,0.22435,3.94618,5.54109,0.052952
G0725,43.5324,49.4290,114.6725,6.2419,C50,0.16462,0.23549,0.50700,0.012020
G0726,64.8519,13.4770,81.5615,8.7425,M80C,0.24979,0.16464,0.61105,0.024259
G0727,55.6574,54.0015,53.0517,7.0491,C50,0.05768,1.77386,3.70392,0.051656
G0728,34.3512,40.1083,84.8553,5.2922,T50,0.19088,0.75343,1.74505,0.034068
G0729,41.5046,14.1340,55.2285,5.7465,M80C,0.19076,1.16266,3.36925,0.060773
G0730,41.9960,34.2578,59.2081,9.3917,C50,0.21506,1.05533,3.78473,0.028741
G0731,57.2660,42.5343,115.1344,9.8061,O99,0.07998,0.33688,0.45187,0.023982
G0732,46.4343,26.6184,21.3737,6.2734,M80C,0.10127,0.29134,0.52327,0.019130
G0733,8.1502,46.0562,63.8721,5.0737,M95C,0.10146,1.83031,6.10205,0.084569
G0734,27.1299,42.7648,63.0482,7.7712,C50,0.24275,0.83970,3.06240,0.054226
G0735,37.4000,27.6595,93.3886,1.7305,T50,0.09284,0.10356,0.61140,0.021843
G0736,42.9821,34.4032,57.6589,9.0779,T50,0.11935,0.30273,0.33997,0.027572
G0737,50.1722,9.1852,44.9353,6.6973,M95C,0.09012,1.10206,0.77085,0.023419
G0738,55.0760,34.5149,57.3391,7.3853,M95C,0.21734,0.20167,0.40800,0.032836
G0739,27.6044,51.3061,73.4738,9.7769,M98C,0.13068,0.16071,0.67174,0.014599
G0740,8.0315,51.2374,113.7778,4.2903,C50,0.25885,1.07479,2.88447,0.060081
G0741,38.7954,49.3730,75.4840,9.0820,C50,0.24630,0.53274,2.35429,0.033217
G0742,55.8768,54.8695,34.3566,9.1059,T50,0.26385,1.72237,4.04359,0.062104
G0743,28.6346,51.8782,2.5540,6.5949,T50,0.23908,2.10577,4.42860,0.033319
G0744,51.9191,37.8018,7.6860,3.8321,M95C,0.29365,4.35515,18.87775,0.088758
G0745,38.6384,46.2409,41.8579,9.2935,M98C,0.23075,1.38127,2.29423,0.025834
G0746,58.4359,17.8799,91.8067,9.8960,M80C,0.21436,0.44957,0.43709,0.024694
G0747,3.4550,50.3597,160.0287,1.3590,O99,0.23256,3.02949,5.82500,0.072480
G0748,57.0216,33.3449,78.9589,5.6310,C50,0.13862,0.33454,0.83608,0.018541
G0749,64.3916,35.3937,119.8634,2.2624,T50,0.27944,0.76870,0.55893,0.018259
G0750,47.5422,46.8238,41.2014,5.7681,M80C,0.16653,1.48782,7.17100,0.022519
G0751,63.8428,41.5691,52.6289,1.6917,M95C,0.05538,1.48540,6.76816,0.085566
G0752,5.7908,38.3984,52.1268,1.9472,T50,0.13079,1.47937,3.06699,0.033295
G0753,6.6544,34.3858,42.1209,2.5511,T50,0.05180,0.30147,1.07935,0.016720
G0754,62.7131,37.6194,1.3159,9.5127,O99,0.14121,1.70845,1.85451,0.022865
G0755,30.9198,33.6764,66.2442,5.9773,C50,0.16034,0.37500,2.11452,0.024833
G0756,18.0873,34.0364,4.8136,1.4695,O99,0.24478,1.02263,1.25665,0.038508
G0757,54.3800,12.8881,26.8299,7.0178,M95C,0.11596,0.61269,1.10374,0.048350
G0758,26.0765,45.7743,17.4387,2.3616,C50,0.25743,0.33433,0.36342,0.018169
G0759,29.1711,48.1227,1.6676,9.8193,C50,0.24552,0.19633,0.11501,0.014205
G0760,61.1097,11.2753,13.4214,9.2842,C50,0.17629,0.70328,1.23528,0.020539
G0761,64.6807,5.6718,111.4862,2.1693,M98C,0.07731,2.90219,5.35005,0.049158
G0762,29.7300,45.6268,108.1801,3.2123,M98C,0.28505,1.92038,3.97733,0.026962
G0763,42.9620,2.0946,162.8929,1.7840,T50,0.22988,0.36056,0.43335,0.020353
G0764,31.9690,52.2598,95.2293,5.0510,M80C,0.23213,0.45234,1.43539,0.031397
G0765,47.2101,43.8497,62.6477,2.5569,C50,0.20379,1.09689,1.41623,0.021003
G0766,15.4727,52.4358,75.0973,2.0000,C50,0.26034,0.45812,0.55728,0.036232
G0767,36.6100,49.0476,74.3929,2.7504,M80C,0.18982,0.39746,0.50671,0.020008
G0768,61.1777,1.1278,96.6373,9.1711,C50,0.22276,0.45225,1.17920,0.025662
G0769,54.0196,13.0080,65.3885,2.7753,T50,0.17896,1.82397,3.96635,0.066078
G0770,50.3141,19.2629,44.6199,9.3097,T50,0.19237,0.47507,3.00922,0.027391
G0771,56.9879,41.6871,92.8990,6.4766,M80C,0.13619,1.32676,2.28789,0.026314
G0772,29.9020,42.5628,79.2900,1.8218,T50,0.07108,1.32983,8.05766,0.045825
G0773,34.6223,47.0282,66.7317,3.8752,M95C,0.22909,0.33592,1.31505,0.028040
G0774,33.2211,52.6208,86.1094,6.3255,C50,0.20966,2.07760,5.23073,0.047053
G0775,30.3848,41.7069,17.8665,3.1702,O99,0.11452,0.89849,4.03074,0.034344
G0776,12.1224,51.0672,91.3340,4.4339,O99,0.07698,0.76993,3.67832,0.052833
G0777,42.5737,5.9180,143.7124,1.9615,M95C,0.06247,0.32676,0.63044,0.025134
G0778,35.2498,12.4742,87.0819,1.9373,C50,0.25670,0.93237,1.52557,0.022918
G0779,0.1769,47.2762,34.3609,1.4128,M95C,0.15798,1.38436,4.32685,0.041136
G0780,56.3500,5.5795,40.4681,4.3268,O99,0.19738,3.51777,6.43705,0.072938
G0781,57.8039,4.5061,98.2980,2.6344,M95C,0.21934,0.26940,0.53608,0.024196
G0782,64.8446,0.8905,149.8352,6.3985,O99,0.28530,0.46755,0.41261,0.016759
G0783,39.3178,37.1753,59.3323,4.7831,T50,0.26911,3.13539,5.66542,0.076873
G0784,39.3328,5.9014,51.6549,3.6303,T50,0.09862,2.56044,9.27439,0.071321
G0785,60.6066,16.3664,30.0393,8.9550,M98C,0.29241,0.62316,0.63270,0.019226
G0786,61.2586,25.9912,86.8812,8.8731,M98C,0.24041,1.76252,10.05478,0.069034
G0787,41.3370,40.6671,29.5074,9.8839,M98C,0.28083,0.53351,1.09476,0.027589
G0788,3.7504,36.4966,15.2939,2.2861,O99,0.27811,0.36431,0.38119,0.020505
G0789,62.1571,9.2222,29.0099,7.5232,O99,0.05284,0.88392,0.71637,0.018786
G0790,38.2932,12.3255,85.3250,3.5282,M80C,0.19440,1.12636,0.39804,0.020659
G0791,42.6196,50.7382,57.2120,6.1607,C50,0.16652,0.40272,2.04395,0.026374
G0792,8.9561,54.7399,21.5776,2.1999,M95C,0.15094,2.25593,6.23047,0.056374
G0793,50.9397,54.0628,52.9802,3.6603,C50,0.17567,0.90662,1.29405,0.027825
G0794,57.4273,40.5853,22.9572,4.7428,O99,0.19826,0.53448,2.34204,0.036276
G0795,37.4328,49.8686,41.3602,4.6409,O99,0.27128,0.79816,1.84530,0.015861
G0796,34.5627,18.1866,109.8277,1.0458,M95C,0.11099,0.29813,0.95100,0.023094
G0797,35.5135,46.7042,34.5329,9.3720,M98C,0.15145,1.39006,3.84274,0.057200
G0798,34.8258,38.0015,59.0158,4.2581,C50,0.16103,2.07873,4.32660,0.033030
G0799,54.0250,47.7598,53.0893,3.7218,M95C,0.09185,1.37519,1.70808,0.027165
G0800,21.4654,39.7954,24.7147,6.4470,C50,0.21815,0.43355,0.54298,0.015581
G0801,60.8417,50.1725,14.5147,4.4979,M95C,0.29592,0.12946,0.34493,0.017488
G0802,15.3491,45.0401,77.7843,1.4537,M80C,0.13973,0.37004,0.42170,0.017162
G0803,56.2082,40.1095,63.4962,6.8666,M95C,0.17796,0.92542,0.72026,0.035877
G0804,50.0301,7.5515,4.7599,7.0502,M98C,0.15910,0.64426,1.39176,0.037481
G0805,26.1878,30.8045,25.0278,7.5846,C50,0.14960,0.62601,1.57143,0.050551
G0806,34.5793,24.6813,49.1697,1.3821,O99,0.11692,1.46350,2.11506,0.029265
G0807,43.9337,37.2451,1.2645,3.4243,M98C,0.12720,0.32275,1.25216,0.012482
G0808,10.0958,47.5243,63.7669,6.5926,T50,0.26274,0.89116,4.70214,0.066396
G0809,55.2616,16.8738,127.2441,5.0057,M80C,0.25128,0.84997,2.85805,0.087759
G0810,37.3589,41.7992,80.8900,8.8317,T50,0.17177,1.25108,4.36518,0.028892
G0811,39.9198,25.7469,57.4396,5.6641,M98C,0.08304,0.41451,0.28072,0.012539
G0812,23.0161,49.4791,104.3103,6.0204,T50,0.20736,1.87517,12.29193,0.092972
G0813,55.7900,54.0722,24.2118,5.2023,M80C,0.29388,0.80441,2.30048,0.047791
G0814,42.1514,54.7712,111.2708,4.0335,M95C,0.16114,3.55804,4.47349,0.073042
G0815,48.3666,25.0519,45.5310,6.2648,M98C,0.06705,1.58384,1.36843,0.043687
G0816,35.0373,30.2334,54.5999,3.6950,C50,0.26597,3.31815,10.44953,0.085828
G0817,42.0159,25.8312,51.8101,2.7746,M95C,0.26152,0.19854,0.94865,0.020587
G0818,63.6444,27.9733,72.1879,9.6769,M80C,0.17622,2.81858,8.10802,0.051473
G0819,51.0695,17.7478,20.5244,9.7308,T50,0.06590,1.13495,6.89053,0.023337
G0820,40.7950,37.6874,69.3306,4.3973,T50,0.28056,3.07079,8.75723,0.057465
G0821,35.1624,52.0828,75.9925,9.1450,T50,0.13628,1.10114,3.81105,0.029500
G0822,61.2725,46.3886,72.2315,7.2606,M95C,0.27839,0.48632,1.06991,0.014804
G0823,43.0239,18.3743,48.2823,4.0001,C50,0.29113,2.46391,8.57690,0.089359
G0824,40.1016,18.4891,78.1154,5.4285,O99,0.11222,0.19212,0.41118,0.013010
G0825,62.8278,35.1754,115.6012,8.7362,C50,0.21479,1.70180,2.31108,0.041235
G0826,46.3467,26.7342,118.9788,2.7080,M98C,0.29334,3.12121,11.32532,0.073882
G0827,40.3445,2.9032,87.3597,1.1257,M95C,0.13886,0.77667,1.13697,0.030940
G0828,48.9233,51.1187,0.0793,6.8438,M98C,0.14878,1.10100,1.22751,0.021560
G0829,52.1699,16.3252,16.4931,3.6444,M80C,0.15536,1.02658,1.03420,0.061847
G0830,55.3211,28.6259,82.0736,6.7234,M98C,0.10273,0.33180,1.24684,0.016412
G0831,48.2671,51.0045,27.7524,2.5534,M80C,0.07861,0.76085,1.83896,0.041231
G0832,57.4255,27.1862,59.7905,8.3983,T50,0.11895,0.44598,0.95129,0.025080
G0833,62.1262,0.5581,131.2032,4.5861,T50,0.16340,0.43840,0.50655,0.023863
G0834,45.0143,51.7415,46.8318,9.7623,M95C,0.20139,1.16337,9.52915,0.037380
G0835,61.3418,12.0471,84.8480,5.2698,M80C,0.19057,0.59646,1.11203,0.038328
G0836,33.8896,21.3012,35.3903,6.2099,T50,0.17340,0.38086,1.90199,0.044451
G0837,2.2202,48.3888,84.4444,5.1212,T50,0.27260,0.87909,4.70048,0.024089
G0838,62.5778,2.3252,79.1289,7.5502,C50,0.06204,1.14860,1.65194,0.037229
G0839,42.0214,43.1600,14.4729,5.1157,M98C,0.06493,1.24425,1.53100,0.017175
G0840,30.4177,27.0793,46.9311,4.8113,M98C,0.21595,2.24925,3.19836,0.072977
G0841,40.0472,45.3214,57.1995,2.3579,C50,0.28367,0.36594,0.94850,0.025413
G0842,46.2652,40.2618,100.3130,7.7897,T50,0.09812,0.47746,0.93653,0.022264
G0843,45.5032,54.1773,61.1284,9.1051,M95C,0.15187,0.75818,1.92071,0.031720
G0844,47.1148,36.3518,58.4537,5.9857,M80C,0.29331,1.36132,5.77772,0.049133
G0845,48.9609,24.9401,56.0507,6.4646,M95C,0.12419,0.55885,0.56331,0.030520
G0846,52.8767,39.2188,104.1833,9.3644,O99,0.27514,1.15976,1.32181,0.036614
G0847,52.9966,44.5240,69.1906,8.5772,C50,0.21110,0.75838,1.29801,0.034693
G0848,51.8087,42.8843,40.2409,5.6244,M95C,0.06010,1.56696,2.31323,0.030735
G0849,1.9580,53.2570,53.5687,6.9175,M80C,0.27130,1.79649,5.52436,0.046717
G0850,62.5493,36.7118,51.6202,7.1913,M95C,0.29692,0.60096,0.84674,0.019485
G0851,61.9204,28.0374,47.0310,4.6076,T50,0.07946,4.02934,13.12435,0.097305
G0852,23.5911,40.5318,17.4921,7.4468,M95C,0.12867,0.56706,1.40148,0.032805
G0853,58.8319,46.6223,124.0854,5.3288,M80C,0.28945,0.94984,0.95568,0.037026
G0854,51.6384,18.4451,76.9627,7.1689,C50,0.29285,0.11018,0.14224,0.017994
G0855,54.7304,36.0921,79.9022,3.5362,C50,0.25777,2.09122,2.34278,0.039990
G0856,48.4005,21.0129,19.2622,1.8919,T50,0.25226,0.78780,0.58048,0.019273
G0857,11.2775,47.6285,108.1341,4.4283,O99,0.15241,0.91340,1.90304,0.025551
G0858,42.7177,50.1299,12.1922,4.9243,T50,0.16959,0.48517,0.79868,0.020423
G0859,41.2717,54.4075,78.4090,7.7942,O99,0.24228,0.17422,0.21829,0.019111
G0860,60.1823,17.7922,176.9966,3.3649,M80C,0.20934,0.32252,0.78849,0.019981
G0861,46.6959,35.6987,38.2057,9.5162,C50,0.26682,0.42747,1.43017,0.038541
G0862,47.5850,46.1700,124.6442,3.7596,T50,0.24235,0.59138,1.40960,0.025660
G0863,61.6201,42.7059,9.3431,3.5723,C50,0.09963,1.93203,4.77926,0.047052
G0864,28.5398,19.5001,51.5334,1.5737,O99,0.16921,3.01874,18.18986,0.060973
G0865,56.6904,3.8278,128.4053,6.2462,M98C,0.18138,0.69481,1.03267,0.028090
G0866,53.7565,4.4385,71.1408,7.6230,M80C,0.05732,0.29857,0.85243,0.024519
G0867,62.4036,5.4314,39.4175,9.8902,O99,0.20822,0.46887,0.80392,0.028499
G0868,53.8379,51.8926,23.2513,2.4451,O99,0.16550,1.57736,3.23338,0.076523
G0869,23.1446,54.5664,35.7418,2.4665,T50,0.12271,1.76205,2.47302,0.029023
G0870,48.5753,16.4873,62.1067,4.0477,M80C,0.08528,0.71430,1.11009,0.033190
G0871,49.7845,36.3725,46.9736,3.3999,M80C,0.18039,1.10480,1.48844,0.022556
G0872,1.2802,43.2338,50.5043,1.0764,C50,0.09820,0.18069,0.16422,0.024595
G0873,45.3226,6.5690,49.9859,5.6031,C50,0.17134,0.12893,0.38175,0.013306
G0874,33.2202,46.6857,25.0953,9.5140,C50,0.06773,1.63362,2.40547,0.038055
G0875,56.7629,41.6589,36.3826,6.6274,O99,0.12946,1.47972,5.62097,0.041179
G0876,60.1705,20.0785,36.5714,1.8106,T50,0.16972,1.29208,1.62957,0.051373
G0877,60.5194,32.9861,43.5121,8.9614,C50,0.22690,0.19645,0.23589,0.012124
G0878,43.7114,43.5703,92.6202,8.7117,M80C,0.23020,0.76415,1.58531,0.029894
G0879,39.2425,31.3949,11.9273,1.0484,T50,0.25749,1.32883,2.43522,0.046838
G0880,50.4807,2.4509,75.6555,3.4783,M95C,0.26307,0.24767,0.35147,0.038874
G0881,24.3024,49.3997,33.6451,2.0525,M95C,0.20210,0.91551,3.75600,0.043881
